Family,Species,Author,Information,Occurrence,"Common names",Abundance,"Max. Length",Maturity,Remark,Picture
Adrianichthyidae,"Oryzias bonneorum","Parenti, 2008"," Fr",endemic,,,,,"Known from the Lake Lindu in Sulawesi (Ref. 80012, 126777).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Orbon_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias celebensis","(Weber, 1894)"," Fr",endemic,,,"4.50 cm TL male/unsexed ",,"Known from Celebes (Ref. 7050) and Sulawesi (Ref. 54508). Recorded from a small river approximately 16 km west of Lake Matano, at village Laroeha in central Sulawesi (Ref. 85098).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Orcel_u0.jpg"", ""Open image"")"
Adrianichthyidae,"Oryzias dopingdopingensis","Mandagi, Mokodongan, Tanaka & Yamahira, 2018"," Fr",native," Doping-doping ricefish (English)",,"3.58 cm SL male/unsexed ",,"Type locality of Oryzias dopingdopingensis, Sulawesi Selatan, Regency of Wasuponda, District Luwu Timur, Doping-doping River. Known only from the type locality, Doping-doping River, central Sulawesi, which is a small tributary of the Ussu River, located about 15 km southwest of Lake Matano, a tectonic Malili Lake. No other Oryzias is found in other tributaries of the Ussu River, suggesting that the distribution range of this species is restricted (Ref. 119418).","No picture yet."
Adrianichthyidae,"Oryzias eversi","Herder, Hadiaty & Nolte, 2012"," Fr",endemic," Evers' ricefish (English)",,"3.62 cm SL male/unsexed ;3.84 cm SL female ",,"Type locality of Oryzias eversi, Tana Toraja, central Sulawesi (Ref. 91779). Endemic to Tilanga Pond in Tana Toraja (Ref. 126777).","No picture yet."
Adrianichthyidae,"Oryzias hadiatyae","Herder & Chapuis, 2010"," Fr",native,,,"4.03 cm SL male/unsexed ;4.61 cm SL female ",,"Known only from the Lake Masapi, westwards of Lake Towuti in central Sulawesi (Ref. 85098).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Orhad_m0.jpg"", ""Open image"")"
Adrianichthyidae,"Oryzias hubbsi","Roberts, 1998"," Fr",native,,,"2.13 cm SL male/unsexed ",,"Found only in western Java, Jakarta and low hilly area at elevations of 700 to 1000 m in the general vicinity of Bandung.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Orhub_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias javanicus","(Bleeker, 1854)"," Fr, Br",native," Lunjar (Malay), Lanjar (Javanese), Lunjar (Javanese), Pernet (Javanese)",,"4.50 cm TL male/unsexed ",,"Found in Java and Pontianak, western Borneo (Ref. 27658).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Orjav_u0.jpg"", ""Open image"")"
Adrianichthyidae,"Oryzias kalimpaaensis","Gani, Suhendra, Herder, Schwarzer, Möhring, Montenegro, Herjayanto & Mokodongan, 2022"," Fr",endemic," Lake Kalimpa'a ricefish (English)",,"5.28 cm SL male/unsexed ",,"Type loclaity of Oryzias kalimpaaensis, Sulawesi Tengah, Regency of Lore Utara, District Poso, Lake Kalimpa’a. Endemic to Lake Kalimpa’a in Lore Lindu National Park, Central Sulawesi (Ref. 126777).","No picture yet."
Adrianichthyidae,"Oryzias landangiensis","Utama & Yamahira, 2022"," Fr",native," Buntingi-Landangi (Bahasa Indonesia), Landangi ricefish (English)",,"3.42 cm SL male/unsexed ",,"Type locality of Oryzias landangiensis, Sulawesi Selatan, Luwu Timur Regency, Nuha subdistrict, Matano Village, upper Cerekang River drainage, Landangi Hamlet (Ref. 133089).","No picture yet."
Adrianichthyidae,"Oryzias loxolepis","Kobayashi, Mokodongan & Yamahira, 2023"," Fr",native," Towuti ricefish (English)",,"4.02 cm SL male/unsexed ;3.54 cm SL female ",,"Tye locality of Oryzias loxolepis Sulawesi I., Sulawesi Selatam, Lake Towuti, western Lake, south shore of Tanjung Timbala (Ref, 133090(,","No picture yet."
Adrianichthyidae,"Oryzias marmoratus","(Aurich, 1935)"," Fr",endemic,,,"4.09 cm SL male/unsexed ",,"Type locality of Aplocheilus marmoratus, Lake Towuti, small rivulets flowing into lake at Lingkoburanga, about 6 km south of Timampu. Known from Sulawesi (Lakes Towuti, Mahalona and Wawontoa, = Lantoa) (Ref. . Also Ref. 31267, 54508.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Ormar_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias matanensis","(Aurich, 1935)"," Fr",endemic,,,"5.50 cm TL male/unsexed ",,"Restricted to Lake Matano in Sulawesi. Also Ref. 26687, 31267, 54508.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Ormat_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias moramoensis","Utama, Mokodongan & Yamahira, 2024"," Fr",native,,,,,"Type locality of Oryzias moramoensis, Moramo Waterfall, Sumbersari Village, Moramo subdistrict, Konawe Selatan Regency, southeast Sulawesi (Ref. 133091).","No picture yet."
Adrianichthyidae,"Oryzias nebulosus","Parenti & Soeroto, 2004"," Fr",endemic," Nebulosus ricefish (English)",,"3.30 cm SL male/unsexed ",,"Known from the eastern shore of Lake Poso and its tributary stream, the Poso River, in Tentena, Sulawesi Tengah (Ref. 54508).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Orneb_u0.jpg"", ""Open image"")"
Adrianichthyidae,"Oryzias nigrimas","Kottelat, 1990"," Fr, Thr",endemic,,,"4.99 cm SL male/unsexed ",,"Known from Lake Poso in Sulawesi (Ref. 7050). Also Ref. 26747, 31267.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Ornig_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias orthognathus","Kottelat, 1990"," Fr, Thr",endemic,,,"6.50 cm TL male/unsexed ",,"Known from Lake Poso in Sulawesi. Also Ref, 26747, 31267.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Orort_f0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias polylepis","Möhring, Mokodongan & Herder, 2025"," Fr",native,,,"5.25 cm SL male/unsexed ",,"Type locality of Oryzias polylepis from Lariang River near Lengkeka Village, Bada Valley, District Lore Barat, Poso Regency, Sulawesi Tengah. Also known from Malei River, Gintu Village, Bada Valley and lower Pembangu River, Watutau Village, Napu Valley (Ref. 133026).","No picture yet."
Adrianichthyidae,"Oryzias profundicola","Kottelat, 1990"," Fr",endemic,,,"6.00 cm TL male/unsexed ",,"Known from Sulawesi (Lake Poso). Also Ref. 26687, 31267, 54508.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Orpro_m0.gif"", ""Open image"")"
Adrianichthyidae,"Oryzias sarasinorum","(Popta, 1905)"," Fr",endemic,,,"8.00 cm TL male/unsexed ",,"Known from Lake Lindu in Sulawesi (Ref. 7050). Also Ref. 31267, 54508.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Xesar_m0.jpg"", ""Open image"")"
Adrianichthyidae,"Oryzias soerotoi","Mokodongan, Tanaka & Yamahira, 2014"," Fr",native,,,"2.87 cm SL male/unsexed ;3.21 cm SL female ",,"Known only from Lake Tiu in central Sulawesi. Juvenile and young fish were relatively abundant at the time of sampling in May 2012 (Ref. 103734).","No picture yet."
Adrianichthyidae,"Oryzias wolasi","Parenti, Hadiaty, Lumbantobing & Herder, 2013"," Fr",native," Wolasi ricefish (English)",,"2.86 cm SL male/unsexed ",,"Found in the Regency of Konawe Selatan (South Konawe), Sulawesi Tenggara (Ref. 94271).","No picture yet."
Adrianichthyidae,"Oryzias woworae","Parenti & Hadiaty, 2010"," Fr",native,,,"2.80 cm SL male/unsexed ",,"Knonwn from the type locality, Sulawesi Tenggara, Muna Island, Regency of Muna, District Parigi, Village Wakumoro, Mata air Fotuno (Ref. 84259).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Orwow_u0.jpg"", ""Open image"")"
Aetobatidae,"Aetobatus flagellum","(Bloch & Schneider, 1801)"," M, Fi",native," Pari burung (Bahasa Indonesia)",,"72.00 cm WD male/unsexed ",,"Known from Java (Ref. 4440)","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aefla_u1.jpg"", ""Open image"")"
Aetobatidae,"Aetobatus ocellatus","(Kuhl, 1823)"," M",native,,,"300 cm WD male/unsexed ",,"Type locality, Jakarta, Muara Angke fish landing site, MZB 18225 (neotype of Aetobatus ocellatus, 142.2 cm TL, 47.7 cm DW, juvenile male) (Ref. 84291). Also known from southwest Sumatra to Bali Strait (Ref. 5978), New Guinea (Ref. 9862) and Mentawai Islands (Ref. 27157). Common catch of the demersal tangle net, bottom trawl, inshore gillnet and, to a lesser extent, demersal longline fisheries. Utilized for its meat and cartilage (Ref. 58048). Also Ref. 8630, 39768, 47567, 81079.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aenar_u6.jpg"", ""Open image"")"
Ailiidae,"Laides hexanema","(Bleeker, 1852)"," Fr",native," Lais jengot (Malay), Lais juara (Malay), Seladang (Malay)",,"16.50 cm TL male/unsexed ",,"Known from Sumatra (Palembang, Lahat, Lematang Enim, Ringat, Sidjundjung, Djambi), Borneo (Kapuas), Java (Ref. 2091, 39209). Found only during the dry season in the Kapuas Lakes area in Kalimantan Barat, Borneo (Ref. 56749). It moves to areas near the Kapuas main river during the wet season (Ref. 56749). Recorded from Danau Sentarum National Park in the Kapuas basin, Kalimantan Barat, Borneo (Ref. 56749).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Lahex_u0.gif"", ""Open image"")"
Akysidae,"Acrochordonichthys chamaeleon","(Vaillant, 1902)"," Fr",native," Lakut (Iban), Kebingkung (Iban)",,"9.90 cm SL male/unsexed ",,"Known only from the Kapuas River drainage in western Borneo - Sungai Sibau, where it splits into two branches; Danau Sentarum area, Sungai Hulu Leboyan at Keluwin; Sungai Putan and Sungai Mentibat, tributaries of Sungai Sibau; Sungai Mendalam (Ref. 37794). Also Ref. 56749.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Accha_u0.gif"", ""Open image"")"
Akysidae,"Acrochordonichthys guttatus","Ng & Ng, 2001"," Fr",native,,,"9.77 cm SL male/unsexed ",,"Known only from the Barito River drainage, Kalimantan Tengah, southern Borneo. Museum: Sungai Barito at Muara Laung, MZB 9301 (holotype of A. guttatus, 7.63 cm SL) (Ref. 37794).","No picture yet."
Akysidae,"Acrochordonichthys ischnosoma","Bleeker, 1858"," Fr",native,,,"10.10 cm SL male/unsexed ",,"Known only from the Citarum River drainage in western Java (Ref. 37794).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acisc_u0.jpg"", ""Open image"")"
Akysidae,"Acrochordonichthys mahakamensis","Ng & Ng, 2001"," Fr",native,,,"8.32 cm SL male/unsexed ",,"Known only from the Mahakam River drainage in eastern Borneo. Museum: Borneo, Kalimantan Timur, Mahakam R., boulders upstream of Melak, MZB 5952 (holotype of A. mahakamensis, 8.32 SL) (Ref. 37794).","No picture yet."
Akysidae,"Acrochordonichthys pachyderma","Vaillant, 1902"," Fr",native,,,"14.48 cm SL male/unsexed ",,"Known from the Kapuas and Mahakam river drainages (Ref. 37794).","No picture yet."
Akysidae,"Acrochordonichthys rugosus","(Bleeker, 1846)"," Fr",native," Jogoripo (Malay), Kekel (Malay), Jogoripo (Javanese), Kekel (Javanese)",,"11.00 cm SL male/unsexed ",,"Known from the Musi and Tulangbawan river drainages in Sumatra and from the Solo, Ciliwung and Citarum river drainages in Java; Barito, Kapuas and Mahakam River drainages in Borneo (Ref. 37794).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Acrug_u0.gif"", ""Open image"")"
Akysidae,"Acrochordonichthys strigosus","Ng & Ng, 2001"," Fr",native,,,"8.35 cm SL male/unsexed ",,"Known only from the Kapuas River drainage in western Borneo. Museum: mouth of Sungai Putan to 3 km downstream, Sungai Sibau, Kalimantan Barat, MZB 9333 (holotype of A. strigosus, 8.35 cm SL) (Ref. 37794).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Acstr_u0.jpg"", ""Open image"")"
Akysidae,"Akysis fontaneus","Ng, 2009"," Fr",native,,,"2.35 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Akfon_u0.jpg"", ""Open image"")"
Akysidae,"Akysis galeatus","Page, Rachmatika & Robins, 2007"," Fr",native,,,"2.81 cm SL male/unsexed ",,"Found only in Way Gedongwani, a tributary of Way Sekampung (South China Sea drainage) in Lampung, Sumatra (Ref. 75761).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Akgal_u0.jpg"", ""Open image"")"
Akysidae,"Akysis heterurus","Ng, 1996"," Fr",native,,,,,"Known from Riau, Sumatra.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Akhet_u0.jpg"", ""Open image"")"
Akysidae,"Akysis scorteus","Page, Hadiaty & López, 2007"," Fr",native,,,"3.20 cm SL male/unsexed ",,"Found only in Way Seputih (South China Sea drainage) in Lampung, Sumatra (Ref. 75761).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aksco_u0.jpg"", ""Open image"")"
Akysidae,"Akysis variegatus","(Bleeker, 1846)"," Fr",native," Bangon (Malay), Belang (Javanese), Kekel (Javanese)",,"4.30 cm TL male/unsexed ",,"Known from northern Java.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Akvar_u1.jpg"", ""Open image"")"
Akysidae,"Breitensteinia cessator","Ng & Siebert, 1998"," Fr",native," Dekat (Malay)",,"18.74 cm SL male/unsexed ",,"Recorded from the Batan Hari drainage, Sumatra (Ref. 40801). Also found in the Kapuas Lakes area in Kalimantan Barat, Borneo (Ref. 56749). Recorded from Danau Sentarum National Park in the Kapuas basin, Kalimantan Barat, Borneo (Ref. 56749). Type locality: Kapuas river (Ref. 40801).","No picture yet."
Akysidae,"Breitensteinia hypselurus","Ng & Siebert, 1998"," Fr",native,,,"12.19 cm SL male/unsexed ",,"Known only from the Kapuas River basin in western Borneo (Ref. 45707). Museum: Sanggau, Borneo, RMNH 16048 (holotype, 12.19 cm SL) (Ref. 45707).","No picture yet."
Akysidae,"Breitensteinia insignis","Steindachner, 1881"," Fr",native,,,"22.00 cm SL male/unsexed ",,"At present the only verified locality records for this species are from the Barito River drainage of southern Borneo (Ref. 45707). Also reported from Sumatra (Ref. 7050).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Brins_u1.jpg"", ""Open image"")"
Akysidae,"Parakysis anomalopteryx","Roberts, 1989"," Fr",native,,"scarce (very unlikely)","3.40 cm SL male/unsexed ",,"Known only from the Kapuas basin in western Borneo. Also Ref. 7050, 56749.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Paano_u0.jpg"", ""Open image"")"
Akysidae,"Parakysis grandis","Ng & Lim, 1995"," Fr",native,,,"6.20 cm SL male/unsexed ",,"Known from Sumatra (Riau and Jambi) and Borneo (Kalimantan Barat). Also Ref. 13847.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pagra_u6.jpg"", ""Open image"")"
Akysidae,"Parakysis hystriculus","Ng, 2009"," Fr",native,,,"2.92 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pahys_u0.jpg"", ""Open image"")"
Akysidae,"Parakysis longirostris","Ng & Lim, 1995"," Fr",native,,,"4.57 cm SL male/unsexed ",,"Known from Bintan Island, Sumatra. Also Ref. 13847.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Palon_uc.jpg"", ""Open image"")"
Akysidae,"Parakysis notialis","Ng & Kottelat, 2003"," Fr",native,,,"2.01 cm SL male/unsexed ",,"Type locality: Borneo: Kalimantan Selatan, Barito River drainage, area of Tamiyang Layang (Ref. 50510).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Panot_u3.jpg"", ""Open image"")"
Akysidae,"Parakysis verrucosus","Herre, 1940"," Fr",native,,,"5.00 cm SL male/unsexed ",,"Known only from Sumatra (Bintan and Batam Islands). Also Ref. 7050.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Paver_u0.jpg"", ""Open image"")"
Akysidae,"Pseudobagarius baramensis","(Fowler, 1905)"," Fr",native,,,"5.20 cm TL male/unsexed ",,"Known from Baram, Borneo.","No picture yet."
Akysidae,"Pseudobagarius fuscus","(Ng & Kottelat, 1996)"," Fr",native,,,,,"Found in Kapuas River basin, Kalimantan Barat, Borneo (Ref. 13275, 56749). Also Ref. 58032.","No picture yet."
Akysidae,"Pseudobagarius macronemus","(Bleeker, 1860)"," Fr",native,,,"5.00 cm SL male/unsexed ",,"Known from east Sumatra. Also Ref. 6868, 37037.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Psmac_uc.jpg"", ""Open image"")"
Akysidae,"Pseudobagarius meridionalis","(Ng & Siebert, 2004)"," Fr",endemic,,,"3.14 cm SL male/unsexed ",,,"No picture yet."
Akysidae,"Pseudobagarius pseudobagarius","(Roberts, 1989)"," Fr",native,,,"5.90 cm SL male/unsexed ",,"Known from east Sumatra and west Borneo.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Akpse_f0.gif"", ""Open image"")"
Albulidae,"Albula argentea","(Forster, 1801)"," M",native," Bonefish (English)",,"70.00 cm SL male/unsexed ",,"Type locality of Albula neoguinaica Irian Jaya (Ref. 48635). From Bali Strait to Timor Sea, Museum: QM.I.20700 (TGT2128) (Ref. 5978). Also Ref. 7050.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alneo_u0.jpg"", ""Open image"")"
Albulidae,"Albula glossodonta","(Forsskål, 1775)"," Br, M, Fi, Sp, B",native,,,"90.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alglo_u1.jpg"", ""Open image"")"
Alepisauridae,"Alepisaurus ferox","Lowe, 1833"," M",native,,,"215 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alfer_u0.jpg"", ""Open image"")"
Alepocephalidae,"Alepocephalus bicolor","Alcock, 1891"," M",native,,,"29.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Albic_u0.jpg"", ""Open image"")"
Alepocephalidae,"Bajacalifornia calcarata","(Weber, 1913)"," M",native,,,"38.00 cm SL male/unsexed ",,"Type locality: Macasar Strait, Sulawesi, 0°36.5'S, 119°29.5'E, 724 m; Ceram Sea 3°27.0'S, 131°0.5'E, 567 m, Siboga sta. 85 and 173 (Ref. 26282).","No picture yet."
Alepocephalidae,"Bathytroctes pappenheimi","(Fowler, 1934)"," M",native,,,"10.78 cm SL male/unsexed ",,"Known Sulawesi I., Tomini Bay.","No picture yet."
Alepocephalidae,"Bathytroctes zugmayeri","Fowler, 1934"," M",native,,,,,,"No picture yet."
Alepocephalidae,"Microphotolepis multipunctata","Sazonov & Parin, 1977"," M",native,,,"7.20 cm SL male/unsexed ",,"From southwest Sumatra to Bali Strait. Museum: BMNH 1984.1.1.15 (PJPW126).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mimul_u0.jpg"", ""Open image"")"
Alepocephalidae,"Microphotolepis schmidti","(Angel & Verrier, 1931)"," M",native,,,"7.20 cm SL male/unsexed ",,"Known from 8°45'S, 114°17'E, that falls within Indonesia EEZ (Ref. 127228).","No picture yet."
Alepocephalidae,"Rouleina livida","(Brauer, 1906)"," M",native,,,"34.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Roliv_u0.jpg"", ""Open image"")"
Alepocephalidae,"Rouleina nuda","(Brauer, 1906)"," M",native,,,"14.44 cm SL male/unsexed ",,"Known only from syntypes (2) caught from one station in the Mentawai Straight off the west coast of Sumatra from 750 m depth (Ref. 36330).","No picture yet."
Alepocephalidae,"Talismania kotlyari","Sazonov & Ivanov, 1980"," M",native,,,"23.00 cm SL male/unsexed ",,"Type locality of Talismania kotlyari from northeast Indian Ocean, 3°46'N, 95°E; ZMMU P-15185 (Ref. 58186).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Takot_u0.gif"", ""Open image"")"
